model,framing,thinking_mode,effort,session_id,position,pair,version,riddle_id,repetition,riddle_text,model_answer,thinking_used,input_tokens,output_tokens,error,accuracy_strict,strategy_strict,strategy_correctness_strict,rationale_strict,accuracy_permissive,matched_answer_idx,strategy_permissive,strategy_correctness_permissive,rationale_permissive
claude-opus-4-6,sequential,adaptive,high,s0_022,1,10,B,10B,s0_022,"A horse was tied to a post using a 5-meter-long rope, and the horse's food was 3 meters away from the horse. How did the horse reach the food?","**The horse simply walked over to the food.**

The food was only **3 meters away**, and the rope was **5 meters long**, so the horse had more than enough rope to reach it — the puzzle is designed to make you overthink a problem that has a straightforward solution.",1,84,259,,1,literal,1,"The model correctly identifies that 3 meters is less than 5 meters, meaning the rope is long enough, which matches the canonical answer.",1,0,literal,1,"The model correctly identifies that 3 meters is less than 5 meters, so the horse could simply walk to the food."
claude-opus-4-6,sequential,adaptive,high,s0_022,2,19,B,19B,s0_022,"I speak with a mouth and hear with ears. I have a body, and I feel the wind. What am I?","**A person (a human being).**

All the clues — speaking with a mouth, hearing with ears, having a body, and feeling the wind — are straightforward descriptions of an ordinary human, and the riddle works by making you overthink and look for a trick answer when the simplest one is correct.",1,176,142,,1,literal,1,The model correctly identifies a person as the answer and explicitly notes the clues are straightforward descriptions of a human being.,1,0,literal,1,The model correctly identifies a person/human as the answer using straightforward reasoning from the stated facts.
claude-opus-4-6,sequential,adaptive,high,s0_022,3,22,A,22A,s0_022,"It can be driven, but has no wheels, and can also be sliced and remain whole. What is it?","**A golf ball.**

In golf, you can **""drive""** the ball off the tee and **""slice""** it (hit it with a curving trajectory), yet the ball has no wheels and remains perfectly whole after both shots.",1,272,196,,1,inventive,1,The model correctly identifies the golf ball and explains the wordplay: 'drive' and 'slice' as golf terms rather than literal actions.,1,0,inventive,1,"The model correctly identifies a golf ball, using the double meanings of 'drive' and 'slice' as golf shot terms."
claude-opus-4-6,sequential,adaptive,high,s0_022,4,30,A,30A,s0_022,There are six eggs in a basket. Six people each take one egg. How is it possible that one egg is still in the basket?,"**The sixth person took the basket with the egg still in it.**

Five people each took an egg out of the basket, and the sixth person took the last egg *along with the basket*, so one egg technically remained ""in the basket.""",1,358,114,,1,inventive,1,The model correctly identifies the lateral thinking solution that the last person took the basket itself with the egg inside it.,1,0,inventive,1,"The model correctly identifies that the sixth person took the basket with the egg inside, matching the canonical inventive answer."
claude-opus-4-6,sequential,adaptive,high,s0_022,5,11,A,11A,s0_022,"A magician was boasting one day about how long he could hold his breath underwater. His record was 6 minutes. A kid who was listening said, ""I can be underwater for 10 minutes using no type of equipment or air pockets!"" The magician told the kid if he could do that, he'd give him $10,000. The kid did it and won the money. How is that possible?","**The kid held a glass (or container) of water over his head for 10 minutes.**

He was technically ""under water"" — the water was above him — without actually submerging himself, so he didn't need to hold his breath at all.",1,502,98,,1,inventive,1,"The model correctly identifies the lateral thinking trick that the kid held a container of water above their head, matching the canonical answer.",1,0,inventive,1,"The model correctly identifies the lateral thinking trick that the kid held a container of water above their head, being 'under water' without submerging."
claude-opus-4-6,sequential,adaptive,high,s0_022,6,8,B,8B,s0_022,How many bananas can you eat if your stomach is completely full?,"**None.**

If your stomach is **completely full**, you cannot eat anything at all, including bananas — the riddle tricks you into trying to come up with a number when the obvious answer is zero.",1,577,82,,1,literal,1,"The model correctly identifies that a completely full stomach means zero bananas can be eaten, which matches the canonical answer.",1,0,literal,1,"The model correctly answers zero/none because the stomach is completely full, matching the canonical literal answer."
claude-opus-4-6,sequential,adaptive,high,s0_023,1,2,A,2A,s0_023,"You see a boat filled with people, yet there isn't a single person on board. How is that possible?","**All the people on board are married.**

The riddle plays on the double meaning of the word ""single"" — it doesn't mean there are no people, but rather that every person on the boat is married (i.e., not a *single* person).",1,67,125,,1,inventive,1,"The model correctly identifies the wordplay on 'single' meaning unmarried, matching the canonical answer.",1,0,inventive,1,"The model correctly identifies the wordplay on 'single' meaning unmarried, matching the canonical answer."
claude-opus-4-6,sequential,adaptive,high,s0_023,2,29,B,29B,s0_023,"You're trapped in a room with three doors. The first leads to a room of nothing, the second to an assassin waiting to kill you, and the third to a lion that hasn't eaten in three days. Which door is safest?","**The third door.**

A lion that hasn't eaten in three days would be dead from starvation, making it completely harmless to you.",1,179,67,,0,inventive,0,The model used lateral thinking (lion dead from starvation) but gave door three instead of the canonical answer door one (room of nothing).,0,,inventive,0,"The model chose door three using the classic trick answer (starving lion is dead), but Version B specifies 'three days' which is not long enough for a lion to die, and the correct answer is door one (room of nothing)."
claude-opus-4-6,sequential,adaptive,high,s0_023,3,18,A,18A,s0_023,"With pointed fangs, I sit and wait. With piercing force, I crunch out fate. Grabbing victims, proclaiming might, physically joining with a single bite. What am I?","**A stapler.**

The riddle uses violent imagery metaphorically — the ""pointed fangs"" are the staple's prongs, and the ""single bite"" refers to how a stapler pierces and physically joins sheets of paper together.",1,258,178,,1,inventive,1,The model correctly identified the stapler and explicitly recognized the metaphorical/lateral thinking nature of the riddle.,1,0,inventive,1,The model correctly identifies the stapler and explains the metaphorical wordplay involved.
claude-opus-4-6,sequential,adaptive,high,s0_023,4,27,A,27A,s0_023,It belongs to you but everyone else uses it. What is it?,"**Your name.**

It belongs to you because it's yours, but in practice other people are the ones who use it most often — to refer to you, call you, or address you.",1,330,62,,1,inventive,1,"The model correctly identifies 'your name' as the answer, recognizing the paradox that others use it more than you do.",1,0,inventive,1,"The model correctly identifies 'your name' as the answer, using the classic lateral thinking insight that others use your name more than you do."
claude-opus-4-6,sequential,adaptive,high,s0_023,5,9,B,9B,s0_023,You have 10 peaches and 3 peaches are taken away. You now have 7 peaches. How is that possible?,"**It's simply correct math — 10 minus 3 equals 7.**

The riddle tricks you into thinking something is off or paradoxical, but it's actually a straightforward subtraction problem with no trick at all.",1,407,145,,1,literal,1,"The model correctly identifies that 10 minus 3 equals 7, meaning you kept the 7 remaining peaches, which matches the canonical answer.",1,0,literal,1,"The model correctly identifies that 10 minus 3 equals 7, meaning you kept the 7 remaining peaches, matching the canonical literal answer."
claude-opus-4-6,sequential,adaptive,high,s0_023,6,26,B,26B,s0_023,"I have branches, fruit, a trunk, and leaves. What am I?","**A tree.**

All four clues — branches, fruit, a trunk, and leaves — are classic physical features of a tree, making this a straightforward riddle with no hidden trick.",1,479,162,,1,literal,1,The model correctly identifies a tree using straightforward reasoning from the physical features described.,1,0,literal,1,The model correctly identifies a tree using straightforward reasoning from the physical features described.
